ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Acadia NP,ACAD,National Park,Northeast ,ME,2021,1,"20,268",600,"133,769",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2021,"4,069,098","47,100","26,042,074","47,100",0,"1,607","107,758","40,672","1,612",0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,2,"16,123",600,"106,413",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2021,"4,069,098","47,100","26,042,074","47,100",0,"1,607","107,758","40,672","1,612",0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,3,"38,060",600,"251,199",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2021,"4,069,098","47,100","26,042,074","47,100",0,"1,607","107,758","40,672","1,612",0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,4,"110,096",600,"638,557",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2021,"4,069,098","47,100","26,042,074","47,100",0,"1,607","107,758","40,672","1,612",0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,5,"324,654","7,500","2,168,850","7,500",0,19,"7,992","2,460",0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2021,"4,069,098","47,100","26,042,074","47,100",0,"1,607","107,758","40,672","1,612",0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,6,"661,919","7,500","4,505,504","7,500",0,294,"16,794","7,186",161,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2021,"4,069,098","47,100","26,042,074","47,100",0,"1,607","107,758","40,672","1,612",0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,7,"782,146","7,500","4,927,236","7,500",0,205,"27,930","9,880",390,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2021,"4,069,098","47,100","26,042,074","47,100",0,"1,607","107,758","40,672","1,612",0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,8,"795,437","7,500","4,991,696","7,500",0,419,"28,405","8,986",534,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2021,"4,069,098","47,100","26,042,074","47,100",0,"1,607","107,758","40,672","1,612",0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,9,"667,301","7,500","4,096,436","7,500",0,446,"19,035","8,854",386,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2021,"4,069,098","47,100","26,042,074","47,100",0,"1,607","107,758","40,672","1,612",0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,10,"557,624","6,000","3,649,594","6,000",0,224,"7,602","3,306",141,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2021,"4,069,098","47,100","26,042,074","47,100",0,"1,607","107,758","40,672","1,612",0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,11,"81,089",600,"486,535",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2021,"4,069,098","47,100","26,042,074","47,100",0,"1,607","107,758","40,672","1,612",0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,12,"14,381",600,"86,285",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2021,"4,069,098","47,100","26,042,074","47,100",0,"1,607","107,758","40,672","1,612",0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2021,1,"48,725",0,"146,174",0,0,0,0,0,0,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2021,"1,806,865",0,"6,272,244",0,0,0,"13,746","15,294",312,0,"6,132"
Arches NP,ARCH,National Park,Intermountain ,UT,2021,2,"53,986",0,"161,957",0,0,0,0,0,0,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2021,"1,806,865",0,"6,272,244",0,0,0,"13,746","15,294",312,0,"6,132"
Arches NP,ARCH,National Park,Intermountain ,UT,2021,3,"151,077",0,"489,725",0,0,0,664,518,0,0,338,Arches NP,ARCH,National Park,Intermountain ,UT,2021,"1,806,865",0,"6,272,244",0,0,0,"13,746","15,294",312,0,"6,132"
Arches NP,ARCH,National Park,Intermountain ,UT,2021,4,"193,914",0,"699,058",0,0,0,"1,863","2,465",38,0,522,Arches NP,ARCH,National Park,Intermountain ,UT,2021,"1,806,865",0,"6,272,244",0,0,0,"13,746","15,294",312,0,"6,132"
Arches NP,ARCH,National Park,Intermountain ,UT,2021,5,"225,789",0,"762,232",0,0,0,"1,493","1,458",60,0,525,Arches NP,ARCH,National Park,Intermountain ,UT,2021,"1,806,865",0,"6,272,244",0,0,0,"13,746","15,294",312,0,"6,132"
Arches NP,ARCH,National Park,Intermountain ,UT,2021,6,"238,499",0,"803,670",0,0,0,"1,636","1,461",56,0,521,Arches NP,ARCH,National Park,Intermountain ,UT,2021,"1,806,865",0,"6,272,244",0,0,0,"13,746","15,294",312,0,"6,132"
Arches NP,ARCH,National Park,Intermountain ,UT,2021,7,"211,928",0,"718,285",0,0,0,"1,536","1,293",20,0,588,Arches NP,ARCH,National Park,Intermountain ,UT,2021,"1,806,865",0,"6,272,244",0,0,0,"13,746","15,294",312,0,"6,132"
Arches NP,ARCH,National Park,Intermountain ,UT,2021,8,"167,686",0,"620,902",0,0,0,"2,279","1,779",33,0,819,Arches NP,ARCH,National Park,Intermountain ,UT,2021,"1,806,865",0,"6,272,244",0,0,0,"13,746","15,294",312,0,"6,132"
Arches NP,ARCH,National Park,Intermountain ,UT,2021,9,"193,002",0,"690,157",0,0,0,"1,415","2,120",37,0,"1,060",Arches NP,ARCH,National Park,Intermountain ,UT,2021,"1,806,865",0,"6,272,244",0,0,0,"13,746","15,294",312,0,"6,132"
Arches NP,ARCH,National Park,Intermountain ,UT,2021,10,"169,983",0,"618,457",0,0,0,"1,166","2,081",42,0,"1,232",Arches NP,ARCH,National Park,Intermountain ,UT,2021,"1,806,865",0,"6,272,244",0,0,0,"13,746","15,294",312,0,"6,132"
Arches NP,ARCH,National Park,Intermountain ,UT,2021,11,"98,362",0,"374,501",0,0,0,"1,159","1,661",26,0,463,Arches NP,ARCH,National Park,Intermountain ,UT,2021,"1,806,865",0,"6,272,244",0,0,0,"13,746","15,294",312,0,"6,132"
Arches NP,ARCH,National Park,Intermountain ,UT,2021,12,"53,914",0,"187,126",0,0,0,535,458,0,0,64,Arches NP,ARCH,National Park,Intermountain ,UT,2021,"1,806,865",0,"6,272,244",0,0,0,"13,746","15,294",312,0,"6,132"
Badlands NP,BADL,National Park,Midwest ,SD,2021,1,"14,899","2,066","58,551","2,066",0,12,12,2,11,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2021,"1,224,226","55,984","5,190,774","27,992","10,668","16,607","3,194",688,"3,534",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2021,2,"11,350","1,976","44,395","1,976",0,2,4,0,5,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2021,"1,224,226","55,984","5,190,774","27,992","10,668","16,607","3,194",688,"3,534",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2021,3,"28,182","2,486","112,251","2,486",0,50,25,17,103,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2021,"1,224,226","55,984","5,190,774","27,992","10,668","16,607","3,194",688,"3,534",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2021,4,"42,749","3,070","185,344","3,070",239,914,128,46,225,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2021,"1,224,226","55,984","5,190,774","27,992","10,668","16,607","3,194",688,"3,534",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2021,5,"109,764","6,280","490,731","6,280","1,543","2,601",365,79,633,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2021,"1,224,226","55,984","5,190,774","27,992","10,668","16,607","3,194",688,"3,534",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2021,6,"256,041","7,780","1,075,480","7,780","2,002","2,844",750,137,677,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2021,"1,224,226","55,984","5,190,774","27,992","10,668","16,607","3,194",688,"3,534",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2021,7,"288,004","8,230","1,202,236","8,230","2,191","2,930",693,96,675,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2021,"1,224,226","55,984","5,190,774","27,992","10,668","16,607","3,194",688,"3,534",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2021,8,"236,282","8,530","989,876","8,530","1,936","2,912",290,26,534,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2021,"1,224,226","55,984","5,190,774","27,992","10,668","16,607","3,194",688,"3,534",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2021,9,"138,477","6,806","609,072","6,806","1,521","2,803",757,215,455,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2021,"1,224,226","55,984","5,190,774","27,992","10,668","16,607","3,194",688,"3,534",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2021,10,"66,941","4,030","298,175","4,030","1,236","1,510",155,47,144,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2021,"1,224,226","55,984","5,190,774","27,992","10,668","16,607","3,194",688,"3,534",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2021,11,"23,432","2,530","92,898","2,530",0,28,13,23,62,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2021,"1,224,226","55,984","5,190,774","27,992","10,668","16,607","3,194",688,"3,534",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2021,12,"8,105","2,200","31,765","2,200",0,1,2,0,10,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2021,"1,224,226","55,984","5,190,774","27,992","10,668","16,607","3,194",688,"3,534",0,0
Big Bend NP,BIBE,National Park,Intermountain ,TX,2021,1,"50,298",197,"1,132,195",197,"1,069",424,"8,887","3,968","3,850",0,"3,828",Big Bend NP,BIBE,National Park,Intermountain ,TX,2021,"581,220","2,364","11,019,363","7,092","16,985","4,146","48,224","24,688","29,692",0,"44,795"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2021,2,"43,889",197,"974,911",197,859,354,"2,720","4,101","2,751",0,"7,892",Big Bend NP,BIBE,National Park,Intermountain ,TX,2021,"581,220","2,364","11,019,363","7,092","16,985","4,146","48,224","24,688","29,692",0,"44,795"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2021,3,"89,914",197,"1,585,254",197,"1,524",533,"5,483","3,793","4,776",0,"4,986",Big Bend NP,BIBE,National Park,Intermountain ,TX,2021,"581,220","2,364","11,019,363","7,092","16,985","4,146","48,224","24,688","29,692",0,"44,795"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2021,4,"67,628",197,"1,158,408",197,941,417,"4,043","3,047","1,898",0,"4,107",Big Bend NP,BIBE,National Park,Intermountain ,TX,2021,"581,220","2,364","11,019,363","7,092","16,985","4,146","48,224","24,688","29,692",0,"44,795"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2021,5,"53,067",197,"886,093",197,"1,376",187,"3,316","1,079",980,0,"3,449",Big Bend NP,BIBE,National Park,Intermountain ,TX,2021,"581,220","2,364","11,019,363","7,092","16,985","4,146","48,224","24,688","29,692",0,"44,795"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2021,6,"33,533",197,"628,880",197,"1,632",395,"4,158",839,854,0,"1,559",Big Bend NP,BIBE,National Park,Intermountain ,TX,2021,"581,220","2,364","11,019,363","7,092","16,985","4,146","48,224","24,688","29,692",0,"44,795"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2021,7,"27,321",197,"457,979",197,"1,292",106,"2,458",323,403,0,840,Big Bend NP,BIBE,National Park,Intermountain ,TX,2021,"581,220","2,364","11,019,363","7,092","16,985","4,146","48,224","24,688","29,692",0,"44,795"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2021,8,"20,207",197,"366,494",197,912,93,"2,920",387,381,0,474,Big Bend NP,BIBE,National Park,Intermountain ,TX,2021,"581,220","2,364","11,019,363","7,092","16,985","4,146","48,224","24,688","29,692",0,"44,795"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2021,9,"28,985",197,"569,724",197,"1,424",290,"3,763","1,110",960,0,"1,699",Big Bend NP,BIBE,National Park,Intermountain ,TX,2021,"581,220","2,364","11,019,363","7,092","16,985","4,146","48,224","24,688","29,692",0,"44,795"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2021,10,"49,816",197,"904,610",197,"1,911",433,"2,379",788,"3,126",0,"4,147",Big Bend NP,BIBE,National Park,Intermountain ,TX,2021,"581,220","2,364","11,019,363","7,092","16,985","4,146","48,224","24,688","29,692",0,"44,795"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2021,11,"59,467",197,"1,133,465",197,"1,998",449,"4,635","1,905","3,536",0,"4,971",Big Bend NP,BIBE,National Park,Intermountain ,TX,2021,"581,220","2,364","11,019,363","7,092","16,985","4,146","48,224","24,688","29,692",0,"44,795"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2021,12,"57,095",197,"1,221,350",197,"2,047",465,"3,462","3,348","6,177",0,"6,843",Big Bend NP,BIBE,National Park,Intermountain ,TX,2021,"581,220","2,364","11,019,363","7,092","16,985","4,146","48,224","24,688","29,692",0,"44,795"
Biscayne NP,BISC,National Park,Southeast ,FL,2021,1,"59,970",0,"191,479",0,0,0,300,0,0,0,182,Biscayne NP,BISC,National Park,Southeast ,FL,2021,"705,655",0,"2,223,481",0,0,0,"2,240",0,0,0,"2,198"
Biscayne NP,BISC,National Park,Southeast ,FL,2021,2,"56,112",0,"182,614",0,0,0,415,0,0,0,180,Biscayne NP,BISC,National Park,Southeast ,FL,2021,"705,655",0,"2,223,481",0,0,0,"2,240",0,0,0,"2,198"
Biscayne NP,BISC,National Park,Southeast ,FL,2021,3,"70,526",0,"225,067",0,0,0,375,0,0,0,187,Biscayne NP,BISC,National Park,Southeast ,FL,2021,"705,655",0,"2,223,481",0,0,0,"2,240",0,0,0,"2,198"
Biscayne NP,BISC,National Park,Southeast ,FL,2021,4,"63,980",0,"203,989",0,0,0,315,0,0,0,187,Biscayne NP,BISC,National Park,Southeast ,FL,2021,"705,655",0,"2,223,481",0,0,0,"2,240",0,0,0,"2,198"
Biscayne NP,BISC,National Park,Southeast ,FL,2021,5,"79,373",0,"243,590",0,0,0,45,0,0,0,183,Biscayne NP,BISC,National Park,Southeast ,FL,2021,"705,655",0,"2,223,481",0,0,0,"2,240",0,0,0,"2,198"
Biscayne NP,BISC,National Park,Southeast ,FL,2021,6,"55,866",0,"173,480",0,0,0,60,0,0,0,185,Biscayne NP,BISC,National Park,Southeast ,FL,2021,"705,655",0,"2,223,481",0,0,0,"2,240",0,0,0,"2,198"
Biscayne NP,BISC,National Park,Southeast ,FL,2021,7,"51,016",0,"159,337",0,0,0,80,0,0,0,182,Biscayne NP,BISC,National Park,Southeast ,FL,2021,"705,655",0,"2,223,481",0,0,0,"2,240",0,0,0,"2,198"
Biscayne NP,BISC,National Park,Southeast ,FL,2021,8,"46,213",0,"144,086",0,0,0,45,0,0,0,182,Biscayne NP,BISC,National Park,Southeast ,FL,2021,"705,655",0,"2,223,481",0,0,0,"2,240",0,0,0,"2,198"
Biscayne NP,BISC,National Park,Southeast ,FL,2021,9,"56,434",0,"174,655",0,0,0,40,0,0,0,183,Biscayne NP,BISC,National Park,Southeast ,FL,2021,"705,655",0,"2,223,481",0,0,0,"2,240",0,0,0,"2,198"
Biscayne NP,BISC,National Park,Southeast ,FL,2021,10,"41,834",0,"131,645",0,0,0,75,0,0,0,181,Biscayne NP,BISC,National Park,Southeast ,FL,2021,"705,655",0,"2,223,481",0,0,0,"2,240",0,0,0,"2,198"
Biscayne NP,BISC,National Park,Southeast ,FL,2021,11,"54,005",0,"173,824",0,0,0,310,0,0,0,182,Biscayne NP,BISC,National Park,Southeast ,FL,2021,"705,655",0,"2,223,481",0,0,0,"2,240",0,0,0,"2,198"
Biscayne NP,BISC,National Park,Southeast ,FL,2021,12,"70,326",0,"219,715",0,0,0,180,0,0,0,184,Biscayne NP,BISC,National Park,Southeast ,FL,2021,"705,655",0,"2,223,481",0,0,0,"2,240",0,0,0,"2,198"
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2021,1,"8,759",0,"25,291",0,0,0,25,47,0,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2021,"308,910",0,"1,861,523",0,0,0,"17,020","13,825","2,035",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2021,2,"7,287",0,"22,630",0,0,0,26,48,0,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2021,"308,910",0,"1,861,523",0,0,0,"17,020","13,825","2,035",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2021,3,"7,236",0,"21,324",0,0,0,162,94,18,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2021,"308,910",0,"1,861,523",0,0,0,"17,020","13,825","2,035",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2021,4,"14,159",0,"44,361",0,0,0,353,182,124,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2021,"308,910",0,"1,861,523",0,0,0,"17,020","13,825","2,035",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2021,5,"34,729",0,"249,404",0,0,0,"2,326","1,325",381,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2021,"308,910",0,"1,861,523",0,0,0,"17,020","13,825","2,035",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2021,6,"47,411",0,"346,609",0,0,0,"3,563","2,562",608,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2021,"308,910",0,"1,861,523",0,0,0,"17,020","13,825","2,035",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2021,7,"54,392",0,"375,075",0,0,0,"3,895","2,693",274,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2021,"308,910",0,"1,861,523",0,0,0,"17,020","13,825","2,035",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2021,8,"47,104",0,"328,163",0,0,0,"3,302","2,385",354,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2021,"308,910",0,"1,861,523",0,0,0,"17,020","13,825","2,035",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2021,9,"44,884",0,"280,689",0,0,0,"1,824","2,454",129,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2021,"308,910",0,"1,861,523",0,0,0,"17,020","13,825","2,035",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2021,10,"22,757",0,"113,476",0,0,0,"1,262","1,626",103,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2021,"308,910",0,"1,861,523",0,0,0,"17,020","13,825","2,035",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2021,11,"12,356",0,"37,329",0,0,0,271,379,44,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2021,"308,910",0,"1,861,523",0,0,0,"17,020","13,825","2,035",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2021,12,"7,836",0,"17,172",0,0,0,11,30,0,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2021,"308,910",0,"1,861,523",0,0,0,"17,020","13,825","2,035",0,0
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2021,1,"37,725","21,178","129,746","21,178",8,0,444,230,8,0,0,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2021,"2,104,600","445,652","11,579,622","133,697","38,530",0,"51,524","39,051","2,063",0,"1,487"
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2021,2,"35,653","18,373","118,378","18,373",0,0,266,202,3,0,5,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2021,"2,104,600","445,652","11,579,622","133,697","38,530",0,"51,524","39,051","2,063",0,"1,487"
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2021,3,"96,800","27,415","383,389","27,415","2,012",0,"1,070",763,29,0,0,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2021,"2,104,600","445,652","11,579,622","133,697","38,530",0,"51,524","39,051","2,063",0,"1,487"
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2021,4,"201,771","33,557","819,500","33,557","3,700",0,"2,556","2,486",182,0,0,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2021,"2,104,600","445,652","11,579,622","133,697","38,530",0,"51,524","39,051","2,063",0,"1,487"
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2021,5,"294,862","54,043","1,245,446","54,043","4,066",0,"5,794","4,375",713,0,88,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2021,"2,104,600","445,652","11,579,622","133,697","38,530",0,"51,524","39,051","2,063",0,"1,487"
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2021,6,"369,184","62,412","2,268,261","62,412","5,742",0,"9,501","6,576",386,0,410,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2021,"2,104,600","445,652","11,579,622","133,697","38,530",0,"51,524","39,051","2,063",0,"1,487"
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2021,7,"284,523","58,553","1,900,777","58,553","6,064",0,"10,146","5,112",142,0,327,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2021,"2,104,600","445,652","11,579,622","133,697","38,530",0,"51,524","39,051","2,063",0,"1,487"
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2021,8,"191,404","61,228","1,500,931","61,228","6,261",0,"9,390","4,938",151,0,269,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2021,"2,104,600","445,652","11,579,622","133,697","38,530",0,"51,524","39,051","2,063",0,"1,487"
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2021,9,"287,185","50,725","1,881,255","50,725","4,596",0,"6,645","9,096",337,0,255,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2021,"2,104,600","445,652","11,579,622","133,697","38,530",0,"51,524","39,051","2,063",0,"1,487"
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2021,10,"183,461","26,160","838,902","26,160","4,124",0,"4,056","3,634",75,0,133,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2021,"2,104,600","445,652","11,579,622","133,697","38,530",0,"51,524","39,051","2,063",0,"1,487"
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2021,11,"77,501","17,842","340,867","17,842","1,957",0,"1,253","1,274",31,0,0,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2021,"2,104,600","445,652","11,579,622","133,697","38,530",0,"51,524","39,051","2,063",0,"1,487"
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2021,12,"44,531","14,166","152,170","14,166",0,0,403,365,6,0,0,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2021,"2,104,600","445,652","11,579,622","133,697","38,530",0,"51,524","39,051","2,063",0,"1,487"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2021,1,"18,837",0,"90,478",0,0,0,192,250,229,0,0,Canyonlands NP,CANY,National Park,Intermountain ,UT,2021,"911,594",0,"6,133,064",0,0,0,"9,517","7,744","90,466",0,"1,117"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2021,2,"20,164",0,"117,076",0,0,0,149,245,"1,268",0,0,Canyonlands NP,CANY,National Park,Intermountain ,UT,2021,"911,594",0,"6,133,064",0,0,0,"9,517","7,744","90,466",0,"1,117"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2021,3,"87,001",0,"596,892",0,0,0,"1,355","1,042","8,540",0,33,Canyonlands NP,CANY,National Park,Intermountain ,UT,2021,"911,594",0,"6,133,064",0,0,0,"9,517","7,744","90,466",0,"1,117"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2021,4,"116,971",0,"865,075",0,0,0,"1,408",966,"14,426",0,72,Canyonlands NP,CANY,National Park,Intermountain ,UT,2021,"911,594",0,"6,133,064",0,0,0,"9,517","7,744","90,466",0,"1,117"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2021,5,"134,778",0,"973,339",0,0,0,"1,417","1,165","16,404",0,48,Canyonlands NP,CANY,National Park,Intermountain ,UT,2021,"911,594",0,"6,133,064",0,0,0,"9,517","7,744","90,466",0,"1,117"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2021,6,"110,508",0,"739,315",0,0,0,907,459,"10,944",0,248,Canyonlands NP,CANY,National Park,Intermountain ,UT,2021,"911,594",0,"6,133,064",0,0,0,"9,517","7,744","90,466",0,"1,117"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2021,7,"81,922",0,"457,554",0,0,0,644,241,"4,955",0,58,Canyonlands NP,CANY,National Park,Intermountain ,UT,2021,"911,594",0,"6,133,064",0,0,0,"9,517","7,744","90,466",0,"1,117"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2021,8,"65,853",0,"420,237",0,0,0,384,118,"6,203",0,48,Canyonlands NP,CANY,National Park,Intermountain ,UT,2021,"911,594",0,"6,133,064",0,0,0,"9,517","7,744","90,466",0,"1,117"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2021,9,"100,238",0,"707,154",0,0,0,"1,061",829,"11,369",0,261,Canyonlands NP,CANY,National Park,Intermountain ,UT,2021,"911,594",0,"6,133,064",0,0,0,"9,517","7,744","90,466",0,"1,117"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2021,10,"102,731",0,"717,207",0,0,0,"1,002","1,397","11,273",0,295,Canyonlands NP,CANY,National Park,Intermountain ,UT,2021,"911,594",0,"6,133,064",0,0,0,"9,517","7,744","90,466",0,"1,117"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2021,11,"50,323",0,"335,557",0,0,0,835,778,"4,291",0,54,Canyonlands NP,CANY,National Park,Intermountain ,UT,2021,"911,594",0,"6,133,064",0,0,0,"9,517","7,744","90,466",0,"1,117"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2021,12,"22,268",0,"113,180",0,0,0,163,254,564,0,0,Canyonlands NP,CANY,National Park,Intermountain ,UT,2021,"911,594",0,"6,133,064",0,0,0,"9,517","7,744","90,466",0,"1,117"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2021,1,"20,786","1,730","28,162","1,730",0,0,154,181,17,0,0,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2021,"1,405,353","54,763","2,122,453","54,763",0,0,"20,263","30,924","4,490",0,"3,120"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2021,2,"25,718","2,160","25,378","2,160",0,0,192,161,24,0,0,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2021,"1,405,353","54,763","2,122,453","54,763",0,0,"20,263","30,924","4,490",0,"3,120"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2021,3,"115,728","2,982","182,319","2,982",0,0,"2,462","3,205",533,0,0,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2021,"1,405,353","54,763","2,122,453","54,763",0,0,"20,263","30,924","4,490",0,"3,120"
